b'The following solver is parallelized by UG version 0.9.1 [GitHash: ]\n'
b'SCIP version 7.0.2 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 5.0.2] [GitHash: e9d280a398]\n'
b'Copyright (C) 2002-2020 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)\n'
b'External codes: \n'
b'  Readline 7.0         GNU library for command line editing (gnu.org/s/readline)\n'
b'  SoPlex 5.0.2         Linear Programming Solver developed at Zuse Institute Berlin (soplex.zib.de) [GitHash: e24c304e]\n'
b'  CppAD 20180000.0     Algorithmic Differentiation of C++ algorithms developed by B. Bell (www.coin-or.org/CppAD)\n'
b'  ZLIB 1.2.11          General purpose compression library by J. Gailly and M. Adler (zlib.net)\n'
b'  GMP 6.1.2            GNU Multiple Precision Arithmetic Library developed by T. Granlund (gmplib.org)\n'
b'  ZIMPL 3.4.0          Zuse Institute Mathematical Programming Language developed by T. Koch (zimpl.zib.de)\n'
b'Default LC presolving (default).\n'
b'Original Problem   :\n'
b'  Problem name     : 007\n'
b'  Variables        : 5320 (1200 binary, 0 integer, 0 implicit integer, 4120 continuous)\n'
b'  Constraints      : 13858\n'
b'  Objective sense  : minimize\n'
b'Presolved Problem  :\n'
b'  Variables        : 1481 (438 binary, 0 integer, 0 implicit integer, 1043 continuous)\n'
b'  Constraints      : 1645\n'
b'Constraints        : Number\n'
b'  knapsack         : 8 \n'
b'  setppc           : 108 \n'
b'  linear           : 1522 \n'
b'  logicor          : 7 \n'
b'** Instance transfer method used: 0\n'
b'** ParaScipInstance copy does not increase the number of variables. **\n'
b'LC is working with racing ramp-up and with rebuilding tree after racing.\n'
b'                               Nodes    Active                                            \n'
b'     Time          Nodes        Left   Solvers     Best Integer        Best Node       Gap     Best Node(S)    Gap(S)\n'
b'*       1              0           1         8           6.0524                -         -\n'
b'*       2              2           1         8           3.4218           0.0000         -\n'
b'*       5              2           3         8           2.6781           0.0018         -\n'
b'*       5              2           3         8           2.4315           0.0018         -\n'
b'        5              2           3         8           2.4315           0.0018         -\n'
b'       11             76          67         8           2.4315           0.0018         -\n'
b'*      13            106          99         8           2.3983           0.0018         -\n'
b'*      14            106          99         8           2.3691           0.0018         -\n'
b'*      14            107          98         8           2.3061           0.0018         -\n'
b'*      15            107          98         8           2.0902           0.0018         -\n'
b'Racing ramp-up finished after 15.2200 seconds. Selected strategy 6.\n'
b'       17            793         378         8           2.0902           0.0018         -           0.0018         -\n'
b'       22           1515         995         8           2.0902           0.0018         -           0.0018         -\n'
b'       27           3917        2598         8           2.0902           0.0018         -           0.0577         -\n'
b'       32           8019        4737         8           2.0902           0.0018         -           0.0577         -\n'
b'       37          12508        6628         8           2.0902           0.0018         -           0.0591         -\n'
b'       42          17379        8436         8           2.0902           0.0018         -           0.0625         -\n'
b'       47          22792       10227         8           2.0902           0.0018         -           0.0670         -\n'
b'       52          28975       11864         8           2.0902           0.0018         -           0.0721         -\n'
b'       58          34526       13538         8           2.0902           0.0018         -           0.0721         -\n'
b'       63          40290       15245         8           2.0902           0.0018         -           0.0858         -\n'
b'*      65          42395       15925         8           1.9713           0.0018         -           0.0858         -\n'
b'       68          46058       16544         8           1.9713           0.0018         -           0.0886         -\n'
b'       73          52477       18204         8           1.9713           0.0018         -           0.1135         -\n'
b'       78          58292       19700         8           1.9713           0.0018         -           0.1188         -\n'
b'       83          64078       21300         8           1.9713           0.0018         -           0.1188         -\n'
b'       88          70534       22877         8           1.9713           0.0018         -           0.1194         -\n'
b'       93          76699       24357         8           1.9713           0.0018         -           0.1195         -\n'
b'       98          83093       25858         8           1.9713           0.0018         -           0.1199         -\n'
b'      103          89134       27246         8           1.9713           0.0018         -           0.1199         -\n'
b'      108          95980       28743         8           1.9713           0.0018         -           0.1373         -\n'
b'      113         103136       30247         8           1.9713           0.0018         -           0.1396         -\n'
b'      118         110533       31915         8           1.9713           0.0018         -           0.1399         -\n'
b'      123         117296       33536         8           1.9713           0.0018         -           0.1399         -\n'
b'      129         124028       35107         8           1.9713           0.0018         -           0.1399         -\n'
b'      134         130729       36822         8           1.9713           0.0018         -           0.1557         -\n'
b'      139         137106       38488         8           1.9713           0.0018         -           0.1557         -\n'
b'      144         143585       39989         8           1.9713           0.0018         -           0.1557         -\n'
b'      149         150290       41438         8           1.9713           0.0018         -           0.1557         -\n'
b'      154         157225       42847         8           1.9713           0.0018         -           0.1557         -\n'
b'      159         164278       44090         8           1.9713           0.0018         -           0.1557         -\n'
b'      164         172374       45329         8           1.9713           0.0018         -           0.1557         -\n'
b'      169         179115       46608         8           1.9713           0.0018         -           0.1557         -\n'
b'      174         185866       47969         8           1.9713           0.0018         -           0.1557         -\n'
b'      179         192589       49270         8           1.9713           0.0018         -           0.1557         -\n'
b'      184         200098       50517         8           1.9713           0.0018         -           0.1557         -\n'
b'*     186         202711       50981         8           1.9275           0.0018         -           0.1557         -\n'
b'      190         207911       51158         8           1.9275           0.0018         -           0.1557         -\n'
b'      195         215220       52585         8           1.9275           0.0018         -           0.1557         -\n'
b'      200         221907       53928         8           1.9275           0.0018         -           0.1557         -\n'
b'      205         228460       55322         8           1.9275           0.0018         -           0.1557         -\n'
b'      210         235018       56713         8           1.9275           0.0018         -           0.1557         -\n'
b'      215         242128       57912         8           1.9275           0.0018         -           0.1557         -\n'
