b'The following solver is parallelized by UG version 0.9.1 [GitHash: ]\n'
b'SCIP version 7.0.2 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 5.0.2] [GitHash: e9d280a398]\n'
b'Copyright (C) 2002-2020 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)\n'
b'External codes: \n'
b'  Readline 7.0         GNU library for command line editing (gnu.org/s/readline)\n'
b'  SoPlex 5.0.2         Linear Programming Solver developed at Zuse Institute Berlin (soplex.zib.de) [GitHash: e24c304e]\n'
b'  CppAD 20180000.0     Algorithmic Differentiation of C++ algorithms developed by B. Bell (www.coin-or.org/CppAD)\n'
b'  ZLIB 1.2.11          General purpose compression library by J. Gailly and M. Adler (zlib.net)\n'
b'  GMP 6.1.2            GNU Multiple Precision Arithmetic Library developed by T. Granlund (gmplib.org)\n'
b'  ZIMPL 3.4.0          Zuse Institute Mathematical Programming Language developed by T. Koch (zimpl.zib.de)\n'
b'Default LC presolving (default).\n'
b'Original Problem   :\n'
b'  Problem name     : 019\n'
b'  Variables        : 5320 (1200 binary, 0 integer, 0 implicit integer, 4120 continuous)\n'
b'  Constraints      : 13854\n'
b'  Objective sense  : minimize\n'
b'Presolved Problem  :\n'
b'  Variables        : 1485 (442 binary, 0 integer, 0 implicit integer, 1043 continuous)\n'
b'  Constraints      : 1653\n'
b'Constraints        : Number\n'
b'  knapsack         : 8 \n'
b'  setppc           : 116 \n'
b'  linear           : 1522 \n'
b'  logicor          : 7 \n'
b'** Instance transfer method used: 0\n'
b'** ParaScipInstance copy does not increase the number of variables. **\n'
b'LC is working with racing ramp-up and with rebuilding tree after racing.\n'
b'                               Nodes    Active                                            \n'
b'     Time          Nodes        Left   Solvers     Best Integer        Best Node       Gap     Best Node(S)    Gap(S)\n'
b'*       4              2           1         8           4.7816           0.0000         -\n'
b'*       5             35          32         8           4.1727           0.0000         -\n'
b'*       5             19          18         8           3.9595           0.0000         -\n'
b'*       5             19          18         8           3.9150           0.0000         -\n'
b'        6            348         337         8           3.9150           0.0000         -\n'
b'Racing ramp-up finished after 5.5200 seconds. Selected strategy 7.\n'
b'       11           3402        2851         8           3.9150           0.0000         -           0.0415         -\n'
b'       16           8460        7649         8           3.9150           0.0000         -           0.0415         -\n'
b'       21          13988       12877         8           3.9150           0.0000         -           0.0415         -\n'
b'       26          19466       18121         8           3.9150           0.0000         -           0.0415         -\n'
b'       31          24671       23082         8           3.9150           0.0000         -           0.0415         -\n'
b'       36          29801       27885         8           3.9150           0.0000         -           0.0415         -\n'
b'       41          35435       33044         8           3.9150           0.0000         -           0.0415         -\n'
b'       46          41454       38500         8           3.9150           0.0000         -           0.0415         -\n'
b'       51          47366       43904         8           3.9150           0.0000         -           0.0415         -\n'
b'       56          53393       49097         8           3.9150           0.0000         -           0.0415         -\n'
b'       62          59786       54265         8           3.9150           0.0000         -           0.0415         -\n'
b'       67          66397       59290         8           3.9150           0.0000         -           0.0420         -\n'
b'       72          72845       64174         8           3.9150           0.0000         -           0.0421         -\n'
b'       77          79255       68828         8           3.9150           0.0000         -           0.0425         -\n'
b'*      79          81718       70540         8           3.6457           0.0000         -           0.0425         -\n'
b'       82          85776       73449         8           3.6457           0.0000         -           0.0425         -\n'
b'       87          92771       78307         8           3.6457           0.0000         -           0.0425         -\n'
b'       92          99619       83162         8           3.6457           0.0000         -           0.0425         -\n'
b'       97         106137       87492         8           3.6457           0.0000         -           0.0425         -\n'
b'      102         113470       91967         8           3.6457           0.0000         -           0.0425         -\n'
b'      107         120577       96214         8           3.6457           0.0000         -           0.0425         -\n'
b'      112         127594      100458         8           3.6457           0.0000         -           0.0425         -\n'
b'      118         134948      104708         8           3.6457           0.0000         -           0.0425         -\n'
