b'The following solver is parallelized by UG version 0.9.1 [GitHash: ]\n'
b'SCIP version 7.0.2 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 5.0.2] [GitHash: e9d280a398]\n'
b'Copyright (C) 2002-2020 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)\n'
b'External codes: \n'
b'  Readline 7.0         GNU library for command line editing (gnu.org/s/readline)\n'
b'  SoPlex 5.0.2         Linear Programming Solver developed at Zuse Institute Berlin (soplex.zib.de) [GitHash: e24c304e]\n'
b'  CppAD 20180000.0     Algorithmic Differentiation of C++ algorithms developed by B. Bell (www.coin-or.org/CppAD)\n'
b'  ZLIB 1.2.11          General purpose compression library by J. Gailly and M. Adler (zlib.net)\n'
b'  GMP 6.1.2            GNU Multiple Precision Arithmetic Library developed by T. Granlund (gmplib.org)\n'
b'  ZIMPL 3.4.0          Zuse Institute Mathematical Programming Language developed by T. Koch (zimpl.zib.de)\n'
b'Default LC presolving (default).\n'
b'Original Problem   :\n'
b'  Problem name     : 023\n'
b'  Variables        : 5777 (1600 binary, 0 integer, 0 implicit integer, 4177 continuous)\n'
b'  Constraints      : 14355\n'
b'  Objective sense  : minimize\n'
b'Presolved Problem  :\n'
b'  Variables        : 1698 (634 binary, 0 integer, 0 implicit integer, 1064 continuous)\n'
b'  Constraints      : 1897\n'
b'Constraints        : Number\n'
b'  knapsack         : 8 \n'
b'  setppc           : 150 \n'
b'  linear           : 1733 \n'
b'  logicor          : 6 \n'
b'** Instance transfer method used: 0\n'
b'** ParaScipInstance copy does not increase the number of variables. **\n'
b'LC is working with racing ramp-up and with rebuilding tree after racing.\n'
b'                               Nodes    Active                                            \n'
b'     Time          Nodes        Left   Solvers     Best Integer        Best Node       Gap     Best Node(S)    Gap(S)\n'
b'*       2              0           1         8           3.5948                -         -\n'
b'*       4             82          79         8           2.7794           0.0000         -\n'
b'*       4             82          79         8           2.6655           0.0000         -\n'
b'*       4             14          13         8           2.6275           0.0000         -\n'
b'        5             14          13         8           2.6275           0.0000         -\n'
b'Racing ramp-up finished after 7.8800 seconds. Selected strategy 3.\n'
b'       11            919         458         8           2.6275           0.0000         -           0.0000         -\n'
b'       16           2791        2274         8           2.6275           0.0000         -           0.0000         -\n'
b'       22           5331        4570         8           2.6275           0.0000         -           0.0000         -\n'
b'       27           7825        6741         8           2.6275           0.0000         -           0.0000         -\n'
b'       32           9910        8520         8           2.6275           0.0000         -           0.0000         -\n'
b'       37          12557       10815         8           2.6275           0.0000         -           0.0000         -\n'
b'       42          15201       12984         8           2.6275           0.0000         -           0.0000         -\n'
b'       47          18285       15341         8           2.6275           0.0000         -           0.0000         -\n'
b'       52          21592       17726         8           2.6275           0.0000         -           0.0000         -\n'
b'       57          25016       20166         8           2.6275           0.0000         -           0.0000         -\n'
b'       62          27478       21980         8           2.6275           0.0000         -           0.0000         -\n'
b'       67          30506       24010         8           2.6275           0.0000         -           0.0000         -\n'
b'       72          33599       26033         8           2.6275           0.0000         -           0.0000         -\n'
b'       78          36922       28040         8           2.6275           0.0000         -           0.0000         -\n'
b'       83          39809       29642         8           2.6275           0.0000         -           0.0000         -\n'
b'       88          43009       31585         8           2.6275           0.0000         -           0.0000         -\n'
b'       93          46034       33542         8           2.6275           0.0000         -           0.0000         -\n'
b'       98          49424       35427         8           2.6275           0.0000         -           0.0000         -\n'
b'      103          52189       37127         8           2.6275           0.0000         -           0.0000         -\n'
b'      108          55547       39125         8           2.6275           0.0000         -           0.0000         -\n'
b'      113          58357       40867         8           2.6275           0.0000         -           0.0000         -\n'
b'      118          61369       42702         8           2.6275           0.0000         -           0.0000         -\n'
b'      124          64324       44412         8           2.6275           0.0000         -           0.0000         -\n'
b'      129          67352       46142         8           2.6275           0.0000         -           0.0000         -\n'
b'      134          70200       47723         8           2.6275           0.0000         -           0.0000         -\n'
b'      139          72991       49396         8           2.6275           0.0000         -           0.0000         -\n'
b'      144          75978       51079         8           2.6275           0.0000         -           0.0000         -\n'
b'      149          78674       52633         8           2.6275           0.0000         -           0.0000         -\n'
b'      154          81481       54238         8           2.6275           0.0000         -           0.0000         -\n'
b'      159          84643       56082         8           2.6275           0.0000         -           0.0000         -\n'
b'      164          87560       57650         8           2.6275           0.0000         -           0.0000         -\n'
b'      169          90573       59280         8           2.6275           0.0000         -           0.0000         -\n'
b'      175          93812       61123         8           2.6275           0.0000         -           0.0000         -\n'
b'      180          96891       62801         8           2.6275           0.0000         -           0.0000         -\n'
b'      185          99984       64553         8           2.6275           0.0000         -           0.0000         -\n'
b'      190         103065       66289         8           2.6275           0.0000         -           0.0000         -\n'
b'      195         105805       67852         8           2.6275           0.0000         -           0.0000         -\n'
b'      200         108591       69375         8           2.6275           0.0000         -           0.0000         -\n'
b'      205         111487       70820         8           2.6275           0.0000         -           0.0000         -\n'
b'      210         114613       72535         8           2.6275           0.0000         -           0.0000         -\n'
b'      215         117808       74193         8           2.6275           0.0000         -           0.0000         -\n'
b'      220         120806       75755         8           2.6275           0.0000         -           0.0000         -\n'
b'      225         123406       77121         8           2.6275           0.0000         -           0.0000         -\n'
b'      231         126118       78580         8           2.6275           0.0000         -           0.0000         -\n'
b'      236         129003       80055         8           2.6275           0.0000         -           0.0000         -\n'
b'      241         132249       81692         8           2.6275           0.0000         -           0.0000         -\n'
b'      246         135642       83457         8           2.6275           0.0000         -           0.0000         -\n'
b'      251         139013       85117         8           2.6275           0.0000         -           0.0000         -\n'
b'      256         141866       86557         8           2.6275           0.0000         -           0.0000         -\n'
b'      261         145111       88186         8           2.6275           0.0000         -           0.0000         -\n'
b'      266         148522       89916         8           2.6275           0.0000         -           0.0000         -\n'
b'      272         151918       91485         8           2.6275           0.0000         -           0.0000         -\n'
b'      277         155013       92960         8           2.6275           0.0000         -           0.0000         -\n'
b'      282         157965       94442         8           2.6275           0.0000         -           0.0000         -\n'
b'      287         160889       95745         8           2.6275           0.0000         -           0.0000         -\n'
b'      292         164001       97195         8           2.6275           0.0000         -           0.0000         -\n'
b'      297         167319       98756         8           2.6275           0.0000         -           0.0000         -\n'
b'      302         170573      100199         8           2.6275           0.0000         -           0.0000         -\n'
b'      308         173730      101511         8           2.6275           0.0000         -           0.0000         -\n'
b'      313         177025      103001         8           2.6275           0.0000         -           0.0000         -\n'
b'      318         180135      104347         8           2.6275           0.0000         -           0.0000         -\n'
b'      323         183257      105574         8           2.6275           0.0000         -           0.0000         -\n'
b'      328         186705      107066         8           2.6275           0.0000         -           0.0000         -\n'
b'      333         190580      108785         8           2.6275           0.0000         -           0.0000         -\n'
b'      338         194309      110556         8           2.6275           0.0000         -           0.0000         -\n'
b'      344         197858      112103         8           2.6275           0.0000         -           0.0000         -\n'
b'      349         201631      113739         8           2.6275           0.0000         -           0.0000         -\n'
b'      354         205380      115299         8           2.6275           0.0000         -           0.0000         -\n'
b'      359         209216      116981         8           2.6275           0.0000         -           0.0000         -\n'
b'      364         212673      118515         8           2.6275           0.0000         -           0.0000         -\n'
b'      369         216469      120152         8           2.6275           0.0000         -           0.0000         -\n'
b'      374         220405      121762         8           2.6275           0.0000         -           0.0000         -\n'
b'      379         224229      123320         8           2.6275           0.0000         -           0.0000         -\n'
b'      384         228177      124846         8           2.6275           0.0000         -           0.0000         -\n'
b'      389         231959      126293         8           2.6275           0.0000         -           0.0000         -\n'
b'      395         236073      127916         8           2.6275           0.0000         -           0.0000         -\n'
b'      400         240055      129499         8           2.6275           0.0000         -           0.0000         -\n'
b'      405         243915      131043         8           2.6275           0.0000         -           0.0000         -\n'
b'      410         247640      132476         8           2.6275           0.0000         -           0.0000         -\n'
b'      415         250961      133765         8           2.6275           0.0000         -           0.0000         -\n'
b'      420         254563      135180         8           2.6275           0.0000         -           0.0000         -\n'
b'      425         258433      136773         8           2.6275           0.0000         -           0.0000         -\n'
b'      431         262500      138349         8           2.6275           0.0000         -           0.0000         -\n'
b'      436         266589      139782         8           2.6275           0.0000         -           0.0000         -\n'
b'      441         270348      141056         8           2.6275           0.0000         -           0.0000         -\n'
b'      446         274583      142402         8           2.6275           0.0000         -           0.0000         -\n'
b'      451         278652      143867         8           2.6275           0.0000         -           0.0000         -\n'
b'      456         283445      145510         8           2.6275           0.0000         -           0.0000         -\n'
b'      461         288249      147170         8           2.6275           0.0000         -           0.0000         -\n'
b'      466         292486      148592         8           2.6275           0.0000         -           0.0000         -\n'
b'      472         296852      150033         8           2.6275           0.0000         -           0.0000         -\n'
b'      477         301672      151742         8           2.6275           0.0000         -           0.0000         -\n'
b'      482         306629      153366         8           2.6275           0.0000         -           0.0000         -\n'
b'      487         311711      155041         8           2.6275           0.0000         -           0.0000         -\n'
b'      492         316205      156549         8           2.6275           0.0000         -           0.0000         -\n'
b'      497         321179      158276         8           2.6275           0.0000         -           0.0000         -\n'
b'      502         326327      159976         8           2.6275           0.0000         -           0.0000         -\n'
b'*     503         327063      160202         8           2.1546           0.0000         -           0.0000         -\n'
b'      507         331155      160323         8           2.1546           0.0000         -           0.0000         -\n'
b'      512         335755      161789         8           2.1546           0.0000         -           0.0000         -\n'
b'      517         340438      163260         8           2.1546           0.0000         -           0.0000         -\n'
b'      523         345135      164793         8           2.1546           0.0000         -           0.0000         -\n'
b'      528         349245      166100         8           2.1546           0.0000         -           0.0000         -\n'
b'      533         353523      167350         8           2.1546           0.0000         -           0.0000         -\n'
b'      538         358258      168727         8           2.1546           0.0000         -           0.0000         -\n'
b'      543         363145      170259         8           2.1546           0.0000         -           0.0000         -\n'
b'      548         368284      171998         8           2.1546           0.0000         -           0.0000         -\n'
b'      553         373220      173624         8           2.1546           0.0000         -           0.0000         -\n'
b'      558         378367      175265         8           2.1546           0.0000         -           0.0000         -\n'
b'      563         383410      176776         8           2.1546           0.0000         -           0.0000         -\n'
b'      569         388129      178202         8           2.1546           0.0000         -           0.0000         -\n'
b'      574         393131      179745         8           2.1546           0.0000         -           0.0000         -\n'
b'      579         398048      181291         8           2.1546           0.0000         -           0.0000         -\n'
b'      584         402770      182835         8           2.1546           0.0000         -           0.0000         -\n'
b'      589         407403      184355         8           2.1546           0.0000         -           0.0000         -\n'
