b'The following solver is parallelized by UG version 0.9.1 [GitHash: ]\n'
b'SCIP version 7.0.2 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 5.0.2] [GitHash: e9d280a398]\n'
b'Copyright (C) 2002-2020 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)\n'
b'External codes: \n'
b'  Readline 7.0         GNU library for command line editing (gnu.org/s/readline)\n'
b'  SoPlex 5.0.2         Linear Programming Solver developed at Zuse Institute Berlin (soplex.zib.de) [GitHash: e24c304e]\n'
b'  CppAD 20180000.0     Algorithmic Differentiation of C++ algorithms developed by B. Bell (www.coin-or.org/CppAD)\n'
b'  ZLIB 1.2.11          General purpose compression library by J. Gailly and M. Adler (zlib.net)\n'
b'  GMP 6.1.2            GNU Multiple Precision Arithmetic Library developed by T. Granlund (gmplib.org)\n'
b'  ZIMPL 3.4.0          Zuse Institute Mathematical Programming Language developed by T. Koch (zimpl.zib.de)\n'
b'Default LC presolving (default).\n'
b'Original Problem   :\n'
b'  Problem name     : 017\n'
b'  Variables        : 5777 (1600 binary, 0 integer, 0 implicit integer, 4177 continuous)\n'
b'  Constraints      : 14339\n'
b'  Objective sense  : minimize\n'
b'Presolved Problem  :\n'
b'  Variables        : 1714 (650 binary, 0 integer, 0 implicit integer, 1064 continuous)\n'
b'  Constraints      : 1945\n'
b'Constraints        : Number\n'
b'  knapsack         : 9 \n'
b'  setppc           : 198 \n'
b'  linear           : 1733 \n'
b'  logicor          : 5 \n'
b'** Instance transfer method used: 0\n'
b'** ParaScipInstance copy does not increase the number of variables. **\n'
b'LC is working with racing ramp-up and with rebuilding tree after racing.\n'
b'                               Nodes    Active                                            \n'
b'     Time          Nodes        Left   Solvers     Best Integer        Best Node       Gap     Best Node(S)    Gap(S)\n'
b'      854        1307749      252934         8           1.4031           0.0000         -           0.0811         -\n'
b'      859        1317649      254352         8           1.4031           0.0000         -           0.0811         -\n'
b'      864        1326989      255734         8           1.4031           0.0000         -           0.0811         -\n'
b'      869        1336094      257094         8           1.4031           0.0000         -           0.0811         -\n'
b'      874        1343919      258264         8           1.4031           0.0000         -           0.0811         -\n'
b'      880        1352644      259617         8           1.4031           0.0000         -           0.0811         -\n'
b'      885        1361731      260918         8           1.4031           0.0000         -           0.0811         -\n'
b'      890        1370574      262155         8           1.4031           0.0000         -           0.0811         -\n'
b'      895        1378449      263452         8           1.4031           0.0000         -           0.0811         -\n'
b'      900        1386324      264675         8           1.4031           0.0000         -           0.0811         -\n'
b'      905        1394278      265857         8           1.4031           0.0000         -           0.0811         -\n'
b'      910        1402689      267133         8           1.4031           0.0000         -           0.0811         -\n'
b'      915        1411479      268383         8           1.4031           0.0000         -           0.0811         -\n'
b'      920        1420335      269641         8           1.4031           0.0000         -           0.0811         -\n'
b'      925        1429183      270845         8           1.4031           0.0000         -           0.0811         -\n'
b'      930        1437995      271988         8           1.4031           0.0000         -           0.0811         -\n'
b'      935        1446454      273018         8           1.4031           0.0000         -           0.0811         -\n'
b'      940        1454023      273983         8           1.4031           0.0000         -           0.0811         -\n'
b'      945        1462484      275085         8           1.4031           0.0000         -           0.0811         -\n'
b'      950        1470840      276115         8           1.4031           0.0000         -           0.0811         -\n'
b'      956        1479703      277323         8           1.4031           0.0000         -           0.0811         -\n'
b'      961        1488152      278397         8           1.4031           0.0000         -           0.0811         -\n'
b'      966        1495888      279506         8           1.4031           0.0000         -           0.0811         -\n'
b'      971        1503767      280764         8           1.4031           0.0000         -           0.0811         -\n'
b'      976        1511699      281830         8           1.4031           0.0000         -           0.0811         -\n'
b'      981        1519089      282717         8           1.4031           0.0000         -           0.0811         -\n'
b'      986        1527585      283813         8           1.4031           0.0000         -           0.0811         -\n'
b'      991        1536275      284888         8           1.4031           0.0000         -           0.0811         -\n'
b'      996        1545102      285898         8           1.4031           0.0000         -           0.0811         -\n'
b'     1001        1552807      287000         8           1.4031           0.0000         -           0.0811         -\n'
b'     1006        1560941      288008         8           1.4031           0.0000         -           0.0811         -\n'
b'     1011        1569819      289178         8           1.4031           0.0000         -           0.0811         -\n'
b'     1016        1578178      290244         8           1.4031           0.0000         -           0.0811         -\n'
b'     1022        1586373      291258         8           1.4031           0.0000         -           0.0811         -\n'
b'     1027        1594050      292272         8           1.4031           0.0000         -           0.0811         -\n'
b'     1032        1602070      293334         8           1.4031           0.0000         -           0.0811         -\n'
b'     1037        1610097      294499         8           1.4031           0.0000         -           0.0811         -\n'
b'     1042        1617669      295396         8           1.4031           0.0000         -           0.0811         -\n'
b'     1047        1625889      296570         8           1.4031           0.0000         -           0.0811         -\n'
b'     1052        1634044      297703         8           1.4031           0.0000         -           0.0811         -\n'
b'     1057        1641970      298884         8           1.4031           0.0000         -           0.0811         -\n'
b'     1062        1649911      299931         8           1.4031           0.0000         -           0.0811         -\n'
b'     1067        1657608      301068         8           1.4031           0.0000         -           0.0811         -\n'
b'     1072        1666293      302228         8           1.4031           0.0000         -           0.0811         -\n'
b'     1077        1674588      303345         8           1.4031           0.0000         -           0.0811         -\n'
b'     1082        1682581      304434         8           1.4031           0.0000         -           0.0811         -\n'
b'     1088        1690670      305540         8           1.4031           0.0000         -           0.0811         -\n'
b'     1093        1698297      306494         8           1.4031           0.0000         -           0.0811         -\n'
b'     1098        1706899      307522         8           1.4031           0.0000         -           0.0811         -\n'
b'     1103        1714702      308525         8           1.4031           0.0000         -           0.0811         -\n'
b'     1108        1722621      309454         8           1.4031           0.0000         -           0.0811         -\n'
b'     1113        1731214      310542         8           1.4031           0.0000         -           0.0811         -\n'
b'     1118        1740064      311652         8           1.4031           0.0000         -           0.0811         -\n'
b'     1123        1748479      312771         8           1.4031           0.0000         -           0.0811         -\n'
b'     1128        1756755      313818         8           1.4031           0.0000         -           0.0811         -\n'
b'     1133        1765815      315015         8           1.4031           0.0000         -           0.0811         -\n'
b'     1138        1775196      316177         8           1.4031           0.0000         -           0.0811         -\n'
b'     1143        1784214      317367         8           1.4031           0.0000         -           0.0811         -\n'
b'     1148        1792834      318488         8           1.4031           0.0000         -           0.0811         -\n'
b'     1153        1801568      319562         8           1.4031           0.0000         -           0.0811         -\n'
b'     1158        1811074      320741         8           1.4031           0.0000         -           0.0811         -\n'
b'     1163        1820212      321762         8           1.4031           0.0000         -           0.0811         -\n'
b'     1169        1829642      322801         8           1.4031           0.0000         -           0.0811         -\n'
b'     1174        1838669      323846         8           1.4031           0.0000         -           0.0811         -\n'
b'     1179        1848094      325191         8           1.4031           0.0000         -           0.0811         -\n'
b'     1184        1857390      326535         8           1.4031           0.0000         -           0.0811         -\n'
b'     1189        1866758      327804         8           1.4031           0.0000         -           0.0811         -\n'
b'     1194        1876443      328967         8           1.4031           0.0000         -           0.0811         -\n'
b'     1199        1886244      330101         8           1.4031           0.0000         -           0.0811         -\n'
b'     1204        1895867      331140         8           1.4031           0.0000         -           0.0811         -\n'
b'     1209        1905385      332239         8           1.4031           0.0000         -           0.0811         -\n'
b'     1214        1914714      333372         8           1.4031           0.0000         -           0.0811         -\n'
b'     1219        1923833      334431         8           1.4031           0.0000         -           0.0811         -\n'
b'     1224        1932882      335356         8           1.4031           0.0000         -           0.0811         -\n'
b'     1229        1942308      336469         8           1.4031           0.0000         -           0.0811         -\n'
b'     1235        1951343      337504         8           1.4031           0.0000         -           0.0811         -\n'
b'     1240        1960888      338547         8           1.4031           0.0000         -           0.0811         -\n'
b'     1245        1970094      339607         8           1.4031           0.0000         -           0.0811         -\n'
b'     1250        1979578      340505         8           1.4031           0.0000         -           0.0811         -\n'
b'     1255        1988953      341482         8           1.4031           0.0000         -           0.0811         -\n'
b'     1260        1998565      342527         8           1.4031           0.0000         -           0.0811         -\n'
b'     1265        2008238      343558         8           1.4031           0.0000         -           0.0811         -\n'
b'     1270        2018254      344551         8           1.4031           0.0000         -           0.0811         -\n'
b'     1275        2027691      345552         8           1.4031           0.0000         -           0.0811         -\n'
b'     1280        2036474      346503         8           1.4031           0.0000         -           0.0811         -\n'
b'*    1284        2044331      347368         8           1.2252           0.0000         -           0.0811         -\n'
b'*    1285        2044642      347425         8           1.1144           0.0000         -           0.0811         -\n'
b'     1285        2045843      344689         8           1.1144           0.0000         -           0.0811         -\n'
b'     1290        2054764      345379         8           1.1144           0.0000         -           0.0811         -\n'
b'     1295        2063784      345236         8           1.1144           0.0000         -           0.0811         -\n'
b'     1300        2073189      345190         8           1.1144           0.0000         -           0.0811         -\n'
b'     1306        2082407      344290         8           1.1144           0.0000         -           0.0811         -\n'
b'     1311        2091056      343964         8           1.1144           0.0000         -           0.0811         -\n'
b'     1316        2099362      344085         8           1.1144           0.0000         -           0.0811         -\n'
b'     1321        2108648      344340         8           1.1144           0.0000         -           0.0811         -\n'
b'     1326        2118101      343782         8           1.1144           0.0000         -           0.0811         -\n'
b'     1331        2126341      344411         8           1.1144           0.0000         -           0.0811         -\n'
b'*    1331        2126991      344201         8           1.0811           0.0000         -           0.0811         -\n'
b'     1336        2135231      344082         8           1.0811           0.0000         -           0.0811         -\n'
b'     1341        2145141      343682         8           1.0811           0.0000         -           0.0811         -\n'
b'     1346        2154324      343811         8           1.0811           0.0000         -           0.0811         -\n'
b'     1351        2163568      343468         8           1.0811           0.0000         -           0.0816         -\n'
b'     1356        2172791      343701         8           1.0811           0.0000         -           0.0817         -\n'
b'     1361        2182074      344486         8           1.0811           0.0000         -           0.0833         -\n'
b'     1366        2191577      345556         8           1.0811           0.0000         -           0.0833         -\n'
b'     1371        2200256      346233         8           1.0811           0.0000         -           0.0833         -\n'
b'     1376        2209756      346712         8           1.0811           0.0000         -           0.0833         -\n'
b'     1381        2218095      347530         8           1.0811           0.0000         -           0.0833         -\n'
b'     1387        2226765      348424         8           1.0811           0.0000         -           0.0833         -\n'
b'     1392        2236415      349182         8           1.0811           0.0000         -           0.0833         -\n'
b'     1397        2246004      350172         8           1.0811           0.0000         -           0.0833         -\n'
b'     1402        2255692      351155         8           1.0811           0.0000         -           0.0833         -\n'
b'     1407        2264947      351890         8           1.0811           0.0000         -           0.0833         -\n'
b'     1412        2274209      352093         8           1.0811           0.0000         -           0.0833         -\n'
b'     1417        2283162      352715         8           1.0811           0.0000         -           0.0833         -\n'
b'     1422        2291836      353206         8           1.0811           0.0000         -           0.0833         -\n'
b'     1427        2300490      353652         8           1.0811           0.0000         -           0.0833         -\n'
b'     1432        2309391      354318         8           1.0811           0.0000         -           0.0833         -\n'
b'     1437        2317745      347069         8           1.0811           0.0000         -           0.0000         -\n'
b'     1442        2324512      347936         8           1.0811           0.0000         -           0.0833         -\n'
b'     1447        2332416      349202         8           1.0811           0.0000         -           0.0833         -\n'
b'     1452        2340545      350553         8           1.0811           0.0000         -           0.0833         -\n'
b'     1458        2348831      351871         8           1.0811           0.0000         -           0.0833         -\n'
b'     1463        2357001      353258         8           1.0811           0.0000         -           0.0833         -\n'
b'     1468        2365020      354686         8           1.0811           0.0000         -           0.0833         -\n'
b'     1473        2372972      356079         8           1.0811           0.0000         -           0.0833         -\n'
b'     1478        2380854      357384         8           1.0811           0.0000         -           0.0833         -\n'
b'     1483        2389147      358519         8           1.0811           0.0000         -           0.0833         -\n'
b'     1488        2397807      359849         8           1.0811           0.0000         -           0.0833         -\n'
b'     1493        2406193      361085         8           1.0811           0.0000         -           0.0833         -\n'
b'     1498        2414933      362479         8           1.0811           0.0000         -           0.0833         -\n'
b'     1503        2423171      363738         8           1.0811           0.0000         -           0.0833         -\n'
b'     1508        2431034      364970         8           1.0811           0.0000         -           0.0833         -\n'
b'     1513        2439012      366132         8           1.0811           0.0000         -           0.0833         -\n'
b'     1518        2446353      367237         8           1.0811           0.0000         -           0.0833         -\n'
b'     1524        2454702      368441         8           1.0811           0.0000         -           0.0833         -\n'
b'     1529        2462997      369670         8           1.0811           0.0000         -           0.0833         -\n'
b'     1534        2471746      371005         8           1.0811           0.0000         -           0.0833         -\n'
b'     1539        2480608      372357         8           1.0811           0.0000         -           0.0833         -\n'
b'     1544        2489366      373477         8           1.0811           0.0000         -           0.0833         -\n'
b'     1549        2497578      374540         8           1.0811           0.0000         -           0.0833         -\n'
b'     1554        2505984      375631         8           1.0811           0.0000         -           0.0833         -\n'
b'     1559        2514720      376812         8           1.0811           0.0000         -           0.0833         -\n'
b'     1564        2523563      378208         8           1.0811           0.0000         -           0.0833         -\n'
b'     1569        2532114      379450         8           1.0811           0.0000         -           0.0833         -\n'
b'     1574        2540594      380664         8           1.0811           0.0000         -           0.0833         -\n'
b'     1580        2548060      381775         8           1.0811           0.0000         -           0.0833         -\n'
b'     1585        2556185      382986         8           1.0811           0.0000         -           0.0833         -\n'
b'     1590        2563975      384102         8           1.0811           0.0000         -           0.0833         -\n'
b'     1595        2572527      385249         8           1.0811           0.0000         -           0.0833         -\n'
b'     1600        2580813      386325         8           1.0811           0.0000         -           0.0833         -\n'
b'     1605        2589640      387535         8           1.0811           0.0000         -           0.0833         -\n'
b'     1610        2598748      388728         8           1.0811           0.0000         -           0.0833         -\n'
b'     1615        2606977      389927         8           1.0811           0.0000         -           0.0833         -\n'
b'     1620        2614901      390860         8           1.0811           0.0000         -           0.0833         -\n'
b'     1625        2623314      391986         8           1.0811           0.0000         -           0.0833         -\n'
b'     1630        2631353      393018         8           1.0811           0.0000         -           0.0833         -\n'
b'     1635        2639721      394096         8           1.0811           0.0000         -           0.0833         -\n'
b'     1641        2648233      395130         8           1.0811           0.0000         -           0.0833         -\n'
b'     1646        2657288      396246         8           1.0811           0.0000         -           0.0833         -\n'
b'     1651        2666187      397459         8           1.0811           0.0000         -           0.0833         -\n'
b'     1656        2674634      398640         8           1.0811           0.0000         -           0.0833         -\n'
