b'The following solver is parallelized by UG version 0.9.1 [GitHash: ]\n'
b'SCIP version 7.0.2 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 5.0.2] [GitHash: e9d280a398]\n'
b'Copyright (C) 2002-2020 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)\n'
b'External codes: \n'
b'  Readline 7.0         GNU library for command line editing (gnu.org/s/readline)\n'
b'  SoPlex 5.0.2         Linear Programming Solver developed at Zuse Institute Berlin (soplex.zib.de) [GitHash: e24c304e]\n'
b'  CppAD 20180000.0     Algorithmic Differentiation of C++ algorithms developed by B. Bell (www.coin-or.org/CppAD)\n'
b'  ZLIB 1.2.11          General purpose compression library by J. Gailly and M. Adler (zlib.net)\n'
b'  GMP 6.1.2            GNU Multiple Precision Arithmetic Library developed by T. Granlund (gmplib.org)\n'
b'  ZIMPL 3.4.0          Zuse Institute Mathematical Programming Language developed by T. Koch (zimpl.zib.de)\n'
b'Default LC presolving (default).\n'
b'Original Problem   :\n'
b'  Problem name     : 025\n'
b'  Variables        : 5320 (1200 binary, 0 integer, 0 implicit integer, 4120 continuous)\n'
b'  Constraints      : 13842\n'
b'  Objective sense  : minimize\n'
b'Presolved Problem  :\n'
b'  Variables        : 1497 (454 binary, 0 integer, 0 implicit integer, 1043 continuous)\n'
b'  Constraints      : 1676\n'
b'Constraints        : Number\n'
b'  knapsack         : 8 \n'
b'  setppc           : 140 \n'
b'  linear           : 1522 \n'
b'  logicor          : 6 \n'
b'** Instance transfer method used: 0\n'
b'** ParaScipInstance copy does not increase the number of variables. **\n'
b'LC is working with racing ramp-up and with rebuilding tree after racing.\n'
b'                               Nodes    Active                                            \n'
b'     Time          Nodes        Left   Solvers     Best Integer        Best Node       Gap     Best Node(S)    Gap(S)\n'
b'*       2              2           1         8           2.5377           0.0000         -\n'
b'*       4             25          24         8           2.3611           0.0000         -\n'
b'        5              2           3         8           2.3611           0.0000         -\n'
b'*       5             77          76         8           2.2930           0.0000         -\n'
b'*       6              9           8         8           2.1779           0.0000         -\n'
b'*       7             14          13         8           1.9133           0.0000         -\n'
b'Racing ramp-up finished after 8.4100 seconds. Selected strategy 2.\n'
b'*       9            830         378         6           1.8700           0.0000         -           0.0000         -\n'
b'       10            850         378         8           1.8700           0.0000         -           0.0000         -\n'
b'       15           3451        2147         8           1.8700           0.0000         -           0.0000         -\n'
b'       20           8556        5180         8           1.8700           0.0000         -           0.0358         -\n'
b'       26          15680        8504         8           1.8700           0.0000         -           0.0369         -\n'
b'       31          24179       11492         8           1.8700           0.0000         -           0.0408         -\n'
b'       36          33365       14188         8           1.8700           0.0000         -           0.0484         -\n'
b'       41          42317       16733         8           1.8700           0.0000         -           0.0520         -\n'
b'       46          51512       19088         8           1.8700           0.0000         -           0.0559         -\n'
b'       51          60779       21331         8           1.8700           0.0000         -           0.0559         -\n'
b'       56          70762       23843         8           1.8700           0.0000         -           0.0559         -\n'
b'       61          79593       26190         8           1.8700           0.0000         -           0.0592         -\n'
b'       66          88350       28639         8           1.8700           0.0000         -           0.0600         -\n'
b'       71          96756       30925         8           1.8700           0.0000         -           0.0600         -\n'
b'       76         106242       33224         8           1.8700           0.0000         -           0.0630         -\n'
b'       81         114910       35386         8           1.8700           0.0000         -           0.0651         -\n'
b'       86         123798       37623         8           1.8700           0.0000         -           0.0664         -\n'
b'       91         132922       39753         8           1.8700           0.0000         -           0.0665         -\n'
b'       97         142239       42181         8           1.8700           0.0000         -           0.0665         -\n'
b'      102         151784       44327         8           1.8700           0.0000         -           0.0670         -\n'
b'      107         161427       46434         8           1.8700           0.0000         -           0.0675         -\n'
b'      112         171312       48391         8           1.8700           0.0000         -           0.0699         -\n'
b'      117         181558       50606         8           1.8700           0.0000         -           0.0729         -\n'
b'      122         191134       52644         8           1.8700           0.0000         -           0.0739         -\n'
b'      127         200604       54685         8           1.8700           0.0000         -           0.0748         -\n'
b'      132         209669       56722         8           1.8700           0.0000         -           0.0777         -\n'
b'      137         219561       58642         8           1.8700           0.0000         -           0.0801         -\n'
b'      142         230388       60602         8           1.8700           0.0000         -           0.0826         -\n'
b'      147         239909       62500         8           1.8700           0.0000         -           0.0846         -\n'
b'      152         250365       64450         8           1.8700           0.0000         -           0.0846         -\n'
b'      157         261157       66447         8           1.8700           0.0000         -           0.0846         -\n'
b'      162         271813       68384         8           1.8700           0.0000         -           0.0871         -\n'
b'      168         281765       70154         8           1.8700           0.0000         -           0.0877         -\n'
b'      173         292913       72151         8           1.8700           0.0000         -           0.0898         -\n'
b'      178         303309       74096         8           1.8700           0.0000         -           0.0912         -\n'
b'      183         314007       76019         8           1.8700           0.0000         -           0.0916         -\n'
b'      188         324452       77728         8           1.8700           0.0000         -           0.0916         -\n'
b'      193         335545       79607         8           1.8700           0.0000         -           0.0916         -\n'
b'      198         346894       81431         8           1.8700           0.0000         -           0.0916         -\n'
b'      203         358024       83232         8           1.8700           0.0000         -           0.0916         -\n'
b'      208         368701       84969         8           1.8700           0.0000         -           0.0916         -\n'
b'      213         377923       86681         8           1.8700           0.0000         -           0.0916         -\n'
b'      218         388589       88401         8           1.8700           0.0000         -           0.0916         -\n'
b'      223         399772       90207         8           1.8700           0.0000         -           0.0916         -\n'
b'      228         411505       92070         8           1.8700           0.0000         -           0.0921         -\n'
b'      233         424293       93914         8           1.8700           0.0000         -           0.0929         -\n'
b'      239         436034       95953         8           1.8700           0.0000         -           0.0946         -\n'
b'      244         448639       97967         8           1.8700           0.0000         -           0.0974         -\n'
b'      249         460787       99773         8           1.8700           0.0000         -           0.0988         -\n'
b'      254         472969      101756         8           1.8700           0.0000         -           0.0988         -\n'
b'      259         484961      103690         8           1.8700           0.0000         -           0.0990         -\n'
b'      264         495856      105519         8           1.8700           0.0000         -           0.0998         -\n'
b'      269         507385      107256         8           1.8700           0.0000         -           0.1009         -\n'
b'      274         519408      109263         8           1.8700           0.0000         -           0.1013         -\n'
b'      279         530792      111153         8           1.8700           0.0000         -           0.1021         -\n'
b'      284         541782      113171         8           1.8700           0.0000         -           0.1021         -\n'
b'      289         551519      114987         8           1.8700           0.0000         -           0.1028         -\n'
b'      294         562527      116938         8           1.8700           0.0000         -           0.1028         -\n'
b'      300         573234      118662         8           1.8700           0.0000         -           0.1030         -\n'
b'      305         585395      120566         8           1.8700           0.0000         -           0.1035         -\n'
b'      310         597780      122221         8           1.8700           0.0000         -           0.1035         -\n'
b'      315         608404      123898         8           1.8700           0.0000         -           0.1035         -\n'
b'      320         619534      125729         8           1.8700           0.0000         -           0.1040         -\n'
b'      325         631282      127682         8           1.8700           0.0000         -           0.1066         -\n'
b'      330         642889      129595         8           1.8700           0.0000         -           0.1066         -\n'
b'      335         653641      131470         8           1.8700           0.0000         -           0.1079         -\n'
b'      340         665139      133381         8           1.8700           0.0000         -           0.1079         -\n'
b'      345         676285      135269         8           1.8700           0.0000         -           0.1093         -\n'
b'      350         688758      137292         8           1.8700           0.0000         -           0.1093         -\n'
b'      355         700485      139061         8           1.8700           0.0000         -           0.1098         -\n'
b'      360         711914      140873         8           1.8700           0.0000         -           0.1114         -\n'
b'      365         724079      142764         8           1.8700           0.0000         -           0.1120         -\n'
b'      370         735075      144575         8           1.8700           0.0000         -           0.1120         -\n'
b'      376         747229      146574         8           1.8700           0.0000         -           0.1122         -\n'
b'      381         758985      148563         8           1.8700           0.0000         -           0.1122         -\n'
b'      386         770543      150336         8           1.8700           0.0000         -           0.1137         -\n'
b'      391         782534      152347         8           1.8700           0.0000         -           0.1141         -\n'
b'      396         794427      154207         8           1.8700           0.0000         -           0.1159         -\n'
b'      401         805249      155954         8           1.8700           0.0000         -           0.1163         -\n'
b'      406         816973      157592         8           1.8700           0.0000         -           0.1163         -\n'
b'      411         827877      159474         8           1.8700           0.0000         -           0.1169         -\n'
b'      416         838861      161138         8           1.8700           0.0000         -           0.1173         -\n'
b'      421         850171      162927         8           1.8700           0.0000         -           0.1176         -\n'
b'      426         861779      164777         8           1.8700           0.0000         -           0.1177         -\n'
b'      431         872719      166448         8           1.8700           0.0000         -           0.1177         -\n'
b'      436         883736      168046         8           1.8700           0.0000         -           0.1177         -\n'
b'      441         895188      169691         8           1.8700           0.0000         -           0.1177         -\n'
b'      446         906620      171355         8           1.8700           0.0000         -           0.1201         -\n'
b'      451         917029      172890         8           1.8700           0.0000         -           0.1201         -\n'
b'      457         928383      174582         8           1.8700           0.0000         -           0.1201         -\n'
b'      462         939229      176140         8           1.8700           0.0000         -           0.1201         -\n'
b'      467         950528      177566         8           1.8700           0.0000         -           0.1201         -\n'
b'      472         962460      179268         8           1.8700           0.0000         -           0.1204         -\n'
b'      477         974661      181033         8           1.8700           0.0000         -           0.1216         -\n'
b'      482         986362      182540         8           1.8700           0.0000         -           0.1222         -\n'
b'      487         997936      184062         8           1.8700           0.0000         -           0.1223         -\n'
b'      492        1009279      185563         8           1.8700           0.0000         -           0.1224         -\n'
b'      497        1020876      187082         8           1.8700           0.0000         -           0.1224         -\n'
b'      502        1032708      188658         8           1.8700           0.0000         -           0.1232         -\n'
b'      507        1044046      190378         8           1.8700           0.0000         -           0.1233         -\n'
