Cn	r	z(m)	z(s)	sol_time(m)	sol_time(s)	mmccp_max_len_inc(m)	mmccp_max_len_inc(s)	mmccp_sum_len_inc(m)	mmccp_sum_len_inc(s)
80	4	3.0673893286564193	0.42353189171024774	0.06552770137786865	0.008948461500244819	0.0	0.0	0.0	0.0
20	4	1.3136366275820084	0.635255205823193	0.00693509578704834	0.0022593149763660714	0.0	0.0	0.0	0.0
10	4	0.0	0.0	0.0025586366653442385	0.0010844946305944207	0.0	0.0	0.0	0.0
100	4	3.4545364649705474	0.625769215214267	0.1087421178817749	0.020553333491074088	0.0	0.0	0.0	0.0
30	4	2.1118651463489657	0.5949803420411827	0.010694646835327148	0.0008159380901948426	0.0	0.0	0.0	0.0
40	4	2.6428464594064702	0.7370845495410512	0.021274542808532713	0.006155527645830227	0.0	0.0	0.0	0.0
50	4	2.781606441757944	0.48572241421064727	0.02445082664489746	0.0030836621219145653	0.0	0.0	0.0	0.0
70	4	3.193562504591042	0.7697936217792106	0.048028755187988284	0.006014094891263027	0.0	0.0	0.0	0.0
90	4	3.523986862902865	0.6538464735487081	0.08865883350372314	0.022135917361221592	0.0	0.0	0.0	0.0
60	4	2.6067027222280217	0.527548003553199	0.03714511394500732	0.010372302249472127	0.0	0.0	0.0	0.0
