Cn	r	z	sol_time	mmccp_max_len_inc	mmccp_sum_len_inc
000	10	2	1.5769511855622196	0.005171298980712891	0.6003796257595273	1.5769511855622198
001	10	4	1.242573211410345	0.007100820541381836	1.242573211410345	2.5150001544639804
002	10	6	1.242573211410345	0.004316091537475586	1.242573211410345	2.5150001544639804
003	10	8	1.242573211410345	0.0041844844818115234	1.242573211410345	2.5150001544639804
004	10	10	1.242573211410345	0.004153728485107422	1.242573211410345	2.5150001544639804
005	10	2	2.126065527654654	0.002869844436645508	0.0	1.7758341941742959
006	10	4	1.5844023964299694	0.003937244415283203	1.5844023964299694	4.321697645130731
007	10	6	1.5844023964299694	0.005309104919433594	1.5844023964299694	4.321697645130731
008	10	8	1.5844023964299694	0.003937959671020508	1.5844023964299694	4.321697645130731
009	10	10	1.5844023964299694	0.0038743019104003906	1.5844023964299694	4.321697645130731
010	10	2	1.9261977198150964	0.003318309783935547	0.9341910919141222	1.5968126059367893
011	10	4	1.9261977198150964	0.004530429840087891	1.9261977198150964	3.2846348565078896
012	10	6	1.9261977198150964	0.00446319580078125	1.9261977198150964	3.2846348565078896
013	10	8	1.9261977198150964	0.0044765472412109375	1.9261977198150964	3.2846348565078896
014	10	10	1.9261977198150964	0.0045566558837890625	1.9261977198150964	3.2846348565078896
015	10	2	3.3241743166290045	0.0028731822967529297	0.0	0.0
016	10	4	1.3940046513999518	0.0073015689849853516	1.3940046513999518	2.453117661164393
017	10	6	1.3940046513999518	0.00889444351196289	1.3940046513999518	2.453117661164393
018	10	8	1.3940046513999518	0.0048024654388427734	1.3940046513999518	2.453117661164393
019	10	10	1.3940046513999518	0.004885435104370117	1.3940046513999518	2.453117661164393
020	10	2	1.6204215952215284	0.0022950172424316406	0.4919954693738038	0.4919954693738038
021	10	4	0.7920022726558721	0.003602743148803711	0.7920022726558721	1.066510683157883
022	10	6	0.7920022726558721	0.005396127700805664	0.7920022726558721	1.066510683157883
023	10	8	0.7920022726558721	0.0036547183990478516	0.7920022726558721	1.066510683157883
024	10	10	0.7920022726558721	0.0037064552307128906	0.7920022726558721	1.066510683157883
025	10	2	2.5878725490768604	0.0037615299224853516	1.9315001656425665	2.63359607308199
026	10	4	1.7973487420042629	0.00491023063659668	1.7973487420042629	4.07422111587003
027	10	6	1.7973487420042629	0.004935741424560547	1.7973487420042629	4.07422111587003
028	10	8	1.7973487420042629	0.005074024200439453	1.7973487420042629	4.07422111587003
029	10	10	1.7973487420042629	0.004955768585205078	1.7973487420042629	4.07422111587003
030	10	2	1.518490940557115	0.0029244422912597656	0.0	0.3788156505100313
031	10	4	1.0994261075376701	0.004242420196533203	1.0994261075376701	2.096379170185627
032	10	6	1.0994261075376701	0.006602764129638672	1.0994261075376701	2.096379170185627
033	10	8	1.0994261075376701	0.006672859191894531	1.0994261075376701	2.096379170185627
034	10	10	1.0994261075376701	0.004216670989990234	1.0994261075376701	2.096379170185627
035	10	2	2.893238389265602	0.0024802684783935547	0.36018882560678156	0.36018882560678156
036	10	4	1.1852848187807525	0.0040094852447509766	1.1852848187807525	3.2790357625227147
037	10	6	1.1852848187807525	0.003983259201049805	1.1852848187807525	3.2790357625227147
038	10	8	1.1852848187807525	0.004029989242553711	1.1852848187807525	3.2790357625227147
039	10	10	1.1852848187807525	0.004307270050048828	1.1852848187807525	3.2790357625227147
040	10	2	1.6117207550009653	0.0028524398803710938	0.08227883045684425	1.6117207550009653
041	10	4	1.2217760495705665	0.004014253616333008	1.2217760495705665	2.056327218962255
042	10	6	1.2217760495705665	0.004038095474243164	1.2217760495705665	2.056327218962255
043	10	8	1.2217760495705665	0.0040149688720703125	1.2217760495705665	2.056327218962255
044	10	10	1.2217760495705665	0.004087209701538086	1.2217760495705665	2.056327218962255
045	10	2	1.5712806949553382	0.0029387474060058594	0.4588275552764163	1.5712806949553382
046	10	4	1.5712806949553382	0.0043909549713134766	1.5712806949553382	2.439325293322465
047	10	6	1.5712806949553382	0.004469156265258789	1.5712806949553382	2.439325293322465
