Cn	r	z(m)	z(s)	sol_time(m)	sol_time(s)	mmccp_max_len_inc(m)	mmccp_max_len_inc(s)	mmccp_sum_len_inc(m)	mmccp_sum_len_inc(s)
80	10	2.145250448204119	0.39562451208805843	0.06993510723114013	0.013099261286810888	0.0	0.0	0.0	0.0
20	10	0.014169293459675889	0.03141775274692737	0.006323003768920898	0.0016078429677548508	0.0	0.0	0.0	0.0
10	10	0.0	0.0	0.0022409677505493162	0.000701682931538547	0.0	0.0	0.0	0.0
100	10	2.2730101964852043	0.742349502731683	0.10706169605255127	0.019763393529324748	0.0	0.0	0.0	0.0
30	10	0.2820850301082039	0.07448155850932044	0.010442519187927246	0.0008013419927931686	0.0	0.0	0.0	0.0
40	10	1.1355396932637416	0.8919870446860562	0.019806861877441406	0.003001222738872271	0.0	0.0	0.0	0.0
50	10	1.011947802218468	0.4037685515834706	0.025031518936157227	0.00297919152933429	0.0	0.0	0.0	0.0
70	10	1.6988048859279377	0.5066407495923092	0.04841639995574951	0.005991372678649123	0.0	0.0	0.0	0.0
90	10	1.931023190030001	0.6472439015939174	0.08924975395202636	0.02476712278431404	0.0	0.0	0.0	0.0
60	10	1.2815413783270198	0.45499283492606785	0.03805825710296631	0.008018380837602198	0.0	0.0	0.0	0.0
