Cn	r	z(m)	z(s)	sol_time(m)	sol_time(s)	mmccp_max_len_inc(m)	mmccp_max_len_inc(s)	mmccp_sum_len_inc(m)	mmccp_sum_len_inc(s)
80	4	3.074440638740287	0.4173874058016077	0.35921857357025144	0.0755762192366373	0.007051310083867612	0.021153930251602837	1.4329778544941476	0.7248306067830473
20	4	1.7788834405392173	0.42866807775422194	0.015573215484619141	0.003321463333085116	0.4652468129572089	0.359597683961034	2.795236109720359	0.6491424380624425
10	4	1.3814296664559826	0.3251698379791508	0.004804015159606934	0.0012463777676416565	1.3814296664559826	0.3251698379791508	2.7586249561287963	0.9365460821918774
100	4	3.5004080292552615	0.5871343913591539	0.494941782951355	0.06845884235137123	0.04587156428471397	0.07816562730979942	1.0146877690668152	0.773398059864979
30	4	2.20628923258593	0.5370106897790304	0.032474684715271	0.009017899767267369	0.09442408623696404	0.18023751432016896	1.4150800275305575	0.4000547404826188
40	4	2.6877080321861593	0.7219429463848581	0.08031044006347657	0.0227074704467904	0.044861572779689406	0.09338689640731629	2.3636527305008235	0.8598143035299936
50	4	2.781606441757944	0.48572241421064727	0.13338775634765626	0.03455457967181579	0.0	0.0	2.2063944829888547	0.586231865090417
70	4	3.222314275855298	0.7502017611383203	0.29143824577331545	0.03259686462000909	0.02875177126425632	0.06078341017862798	1.5910858292614356	0.7627969024714707
90	4	3.5394312363941474	0.6370194338831918	0.44751176834106443	0.07035729743085477	0.015444373491282404	0.046333120473847064	1.75379318888292	0.8795751809263904
60	4	2.6262060177971396	0.5180524921938344	0.2184614896774292	0.03731470176038461	0.01950329556911785	0.05474352025319214	1.8326824672614435	0.8463691657931086
