Cn	r	z(m)	z(s)	sol_time(m)	sol_time(s)	mmccp_max_len_inc(m)	mmccp_max_len_inc(s)	mmccp_sum_len_inc(m)	mmccp_sum_len_inc(s)
80	6	2.6735133478913493	0.6375494676524393	0.4823308944702148	0.15886050003365954	0.007051310083867612	0.021153930251602837	1.9502303168194088	0.9316228961904416
20	6	1.326846915097415	0.14126175627877527	0.030407023429870606	0.0070063024980116986	0.914439959646212	0.2730638333601078	3.76037758250313	0.7742850613622067
10	6	1.3814296664559826	0.3251698379791508	0.005240797996520996	0.001428600900040627	1.3814296664559826	0.3251698379791508	2.758624956128797	0.9365460821918775
100	6	3.2189985383045174	0.6620813690641493	0.6674078941345215	0.1437002168287854	0.00872858404844803	0.026185752145344087	2.052506256059416	0.9801168738517918
30	6	1.760182548168208	0.48211906119246284	0.06391630172729493	0.026789320266303474	0.20696844230224637	0.3555590592313322	2.7241895089132475	1.007086880600983
40	6	2.1565801807800615	0.5522163265959137	0.13345322608947754	0.04995732944169063	0.16212936261003102	0.4337704432616306	2.973350297525708	0.43343624099265776
50	6	2.295985834689398	0.5979553759327744	0.20745487213134767	0.0835274211267565	0.015721626706194126	0.03155619273299836	2.4283988961589515	0.8481859732984184
70	6	2.601693039005078	0.5506128953485964	0.3953690528869629	0.1151807333763566	0.039393500041164375	0.0640461034872143	1.7184125158910681	0.8223941694990238
90	6	3.2469092145440777	0.86824082216419	0.5487395048141479	0.1294193687445841	0.015444373491282404	0.046333120473847064	2.0455315392769724	1.0715647261724737
60	6	2.2531457013852565	0.21166586279079824	0.30952820777893064	0.1223101192681038	0.018340416198849095	0.05502124859654729	2.2452834249962272	1.1855786752695394
