Cn	r	z(m)	z(s)	sol_time(m)	sol_time(s)	mmccp_max_len_inc(m)	mmccp_max_len_inc(s)	mmccp_sum_len_inc(m)	mmccp_sum_len_inc(s)
80	8	2.357079022547661	0.6719880448788398	0.06605327129364014	0.008496051366052892	0.0	0.0	0.0	0.0
20	8	0.014169293459675889	0.031417752746927374	0.005676102638244629	0.00041015661778909826	0.0	0.0	0.0	0.0
10	8	0.0	0.0	0.002555179595947266	0.0010078170479374817	0.0	0.0	0.0	0.0
100	8	2.7998658430558048	0.8252142067807644	0.10324006080627442	0.02076310972774126	0.0	0.0	0.0	0.0
30	8	0.853702331916252	0.5161982192009829	0.010706353187561034	0.0008888284858752756	0.0	0.0	0.0	0.0
40	8	1.271380853074903	0.7969662518641975	0.02126462459564209	0.004410117129397883	0.0	0.0	0.0	0.0
50	8	1.811165085617206	0.579326152372612	0.02495753765106201	0.0032983623570039047	0.0	0.0	0.0	0.0
70	8	2.0573391088922413	0.4749072871179452	0.04843771457672119	0.005057847338165264	0.0	0.0	0.0	0.0
90	8	2.6494329361619817	0.8643578724093821	0.08646550178527831	0.01920705999047515	0.0	0.0	0.0	0.0
60	8	2.0211416579157047	0.3506157794758987	0.036386871337890626	0.006453467218713007	0.0	0.0	0.0	0.0
