Cn	r	z	sol_time	mmccp_max_len_inc	mmccp_sum_len_inc
000	10	2	0.9765715598026923	0.004434823989868164	0.0	0.0
001	10	4	0.0	0.004967212677001953	0.0	0.0
002	10	6	0.0	0.0023462772369384766	0.0	0.0
003	10	8	0.0	0.001967906951904297	0.0	0.0
004	10	10	0.0	0.002020597457885742	0.0	0.0
005	10	2	2.126065527654654	0.0024309158325195312	0.0	0.0
006	10	4	0.0	0.0019369125366210938	0.0	0.0
007	10	6	0.0	0.0019435882568359375	0.0	0.0
008	10	8	0.0	0.0019795894622802734	0.0	0.0
009	10	10	0.0	0.0019617080688476562	0.0	0.0
010	10	2	0.9920066279009742	0.0028908252716064453	0.0	0.0
011	10	4	0.0	0.0021970272064208984	0.0	0.0
012	10	6	0.0	0.0021200180053710938	0.0	0.0
013	10	8	0.0	0.0024034976959228516	0.0	0.0
014	10	10	0.0	0.0022292137145996094	0.0	0.0
015	10	2	3.3241743166290045	0.002903461456298828	0.0	0.0
016	10	4	0.0	0.004434823989868164	0.0	0.0
017	10	6	0.0	0.004493236541748047	0.0	0.0
018	10	8	0.0	0.0022804737091064453	0.0	0.0
019	10	10	0.0	0.0021283626556396484	0.0	0.0
020	10	2	1.1284261258477246	0.0019140243530273438	0.0	0.0
021	10	4	0.0	0.001814126968383789	0.0	0.0
022	10	6	0.0	0.0018286705017089844	0.0	0.0
023	10	8	0.0	0.0017588138580322266	0.0	0.0
024	10	10	0.0	0.0016987323760986328	0.0	0.0
025	10	2	0.6563723834342939	0.003082752227783203	0.0	0.0
026	10	4	0.0	0.0021796226501464844	0.0	0.0
027	10	6	0.0	0.002236604690551758	0.0	0.0
028	10	8	0.0	0.0022580623626708984	0.0	0.0
029	10	10	0.0	0.0022563934326171875	0.0	0.0
030	10	2	1.518490940557115	0.002469778060913086	0.0	0.0
031	10	4	0.0	0.002144336700439453	0.0	0.0
032	10	6	0.0	0.004018545150756836	0.0	0.0
033	10	8	0.0	0.004399538040161133	0.0	0.0
034	10	10	0.0	0.0019121170043945312	0.0	0.0
035	10	2	2.5330495636588206	0.002404928207397461	0.0	0.0
036	10	4	0.0	0.0020453929901123047	0.0	0.0
037	10	6	0.0	0.001967191696166992	0.0	0.0
038	10	8	0.0	0.0019731521606445312	0.0	0.0
039	10	10	0.0	0.0019838809967041016	0.0	0.0
040	10	2	1.529441924544121	0.0023479461669921875	0.0	0.0
041	10	4	0.0	0.0018703937530517578	0.0	0.0
042	10	6	0.0	0.0018684864044189453	0.0	0.0
043	10	8	0.0	0.001867055892944336	0.0	0.0
044	10	10	0.0	0.0019245147705078125	0.0	0.0
045	10	2	1.112453139678922	0.0023810863494873047	0.0	0.0
046	10	4	0.0	0.0019965171813964844	0.0	0.0
047	10	6	0.0	0.0020530223846435547	0.0	0.0
048	10	8	0.0	0.004663705825805664	0.0	0.0
049	10	10	0.0	0.004294157028198242	0.0	0.0
050	20	2	3.2890251207844794	0.005720853805541992	0.0	0.0
051	20	4	1.0380526637505307	0.0058290958404541016	0.0	0.0
052	20	6	0.22691017965327495	0.005705356597900391	0.0	0.0
053	20	8	0.011589311995266307	0.005610227584838867	0.0	0.0
054	20	10	0.011589311995266307	0.005694866180419922	0.0	0.0
055	20	2	1.5645344064724147	0.005761623382568359	0.0	0.0
056	20	4	0.6185705172340168	0.005645275115966797	0.0	0.0
057	20	6	0.6185705172340168	0.0055811405181884766	0.0	0.0
058	20	8	0.0	0.005156517028808594	0.0	0.0
059	20	10	0.0	0.005135774612426758	0.0	0.0
060	20	2	1.4267340902311534	0.0061435699462890625	0.0	0.0
061	20	4	0.5302548325986332	0.006037712097167969	0.0	0.0
062	20	6	0.17126432063686486	0.0059812068939208984	0.0	0.0
063	20	8	0.024550871875867932	0.005950450897216797	0.0	0.0
064	20	10	0.024550871875867932	0.010580301284790039	0.0	0.0
065	20	2	1.51709710959884	0.006231069564819336	0.0	0.0
066	20	4	1.51709710959884	0.0058269500732421875	0.0	0.0
067	20	6	0.36299545581551373	0.0057561397552490234	0.0	0.0
068	20	8	0.0	0.005311012268066406	0.0	0.0
069	20	10	0.0	0.005436897277832031	0.0	0.0
070	20	2	2.180092537184147	0.0067713260650634766	0.0	0.0
071	20	4	1.1695512635208964	0.006665706634521484	0.0	0.0
